customer_id,age,employment_status,education_level,annual_income,num_previous_loans,avg_payment_delay_days,credit_history_length,num_defaults,current_credit_score,loan_amount,loan_term_months,loan_purpose,collateral_present,default_flag
CUST013975,45,Employed,Diploma,60877,1,3,10,1,595,16662,12,Business,No,0
CUST013976,38,Student,Master,52013,3,10,1,0,554,70178,24,Car Loan,No,1
CUST013977,52,Employed,PhD,67494,5,5,5,0,639,23304,72,Car Loan,Yes,0
CUST013978,45,Employed,Master,125060,3,0,10,0,663,23477,36,Home Loan,Yes,0
CUST013979,38,Employed,Master,49303,0,5,4,1,632,24613,36,Crypto-Backed,Yes,0
CUST013980,44,Employed,Diploma,53232,2,20,4,0,642,96819,36,Car Loan,Yes,0
CUST013981,57,Employed,Diploma,20146,1,8,4,1,584,94918,36,Education,No,1
CUST013982,35,Unemployed,Bachelor,60538,3,11,4,0,611,30295,12,Crypto-Backed,Yes,1
CUST013983,46,Employed,High School,33171,3,9,3,2,551,100384,48,Crypto-Backed,Yes,1
CUST013984,41,Retired,Master,44403,4,0,4,1,557,26274,24,Crypto-Backed,No,1
CUST013985,47,Self-Employed,Diploma,62236,0,13,3,1,530,56251,24,Car Loan,No,1
CUST013986,34,Unemployed,Bachelor,21850,2,20,9,1,657,9383,36,Car Loan,No,0
CUST013987,43,Unemployed,High School,61871,2,2,3,0,697,14486,60,Home Loan,No,0
CUST013988,55,Self-Employed,High School,55579,10,0,5,0,613,4033,12,Car Loan,No,0
CUST013989,30,Unemployed,Bachelor,69675,0,10,6,1,592,34782,36,Car Loan,No,1
CUST013990,26,Self-Employed,Bachelor,35623,2,0,7,0,710,35749,36,Car Loan,Yes,1
CUST013991,26,Employed,Diploma,85501,0,5,4,0,631,65782,60,Education,No,0
CUST013992,27,Employed,High School,57093,4,4,6,1,641,18422,36,Crypto-Backed,Yes,0
CUST013993,49,Employed,Bachelor,34365,12,11,7,1,692,13872,72,Education,Yes,0
CUST013994,25,Retired,Master,24717,1,1,9,0,710,21763,72,Business,No,1
CUST013995,38,Employed,Diploma,37394,7,0,7,0,700,50811,36,Car Loan,No,0
CUST013996,49,Employed,Bachelor,75763,2,3,1,0,598,53974,60,Business,No,0
CUST013997,46,Employed,Diploma,61252,6,4,1,0,620,30518,24,Education,No,0
CUST013998,37,Self-Employed,Master,20000,1,0,4,1,624,33981,72,Car Loan,No,1
CUST013999,44,Student,High School,41501,5,12,2,0,594,12598,36,Home Loan,Yes,0
CUST014000,43,Unemployed,High School,52191,2,18,2,1,587,44492,36,Car Loan,Yes,1
CUST014001,39,Self-Employed,High School,127354,5,16,17,0,769,19906,60,Business,Yes,0
CUST014002,39,Employed,Bachelor,93330,5,2,4,0,633,19809,48,Crypto-Backed,Yes,0
CUST014003,68,Employed,Master,44833,1,0,5,0,631,26940,24,Home Loan,Yes,0
CUST014004,51,Employed,Master,53668,0,14,5,3,562,42230,24,Crypto-Backed,Yes,1
CUST014005,71,Employed,Bachelor,24801,1,10,10,0,735,23474,48,Crypto-Backed,Yes,0
CUST014006,36,Employed,High School,20000,1,8,7,0,683,24881,72,Business,No,0
CUST014007,40,Student,Diploma,40196,8,6,7,0,690,16299,48,Education,No,1
CUST014008,26,Employed,Master,80948,2,12,3,1,625,8083,24,Crypto-Backed,Yes,1
CUST014009,32,Self-Employed,Bachelor,53664,5,10,8,0,657,47118,48,Business,No,0
CUST014010,64,Retired,Bachelor,33707,2,13,10,1,651,23669,72,Car Loan,Yes,1
CUST014011,35,Employed,Bachelor,77359,3,8,3,1,627,41627,36,Business,No,1
CUST014012,65,Employed,High School,120172,3,2,4,0,661,5371,12,Car Loan,No,0
CUST014013,27,Employed,Master,23283,2,17,7,2,584,22058,60,Car Loan,Yes,1
CUST014014,29,Employed,Bachelor,47749,1,8,5,0,702,6001,36,Education,No,0
CUST014015,37,Self-Employed,Bachelor,37556,0,6,2,0,610,63751,72,Home Loan,No,0
CUST014016,41,Employed,Bachelor,50120,6,3,8,1,624,14645,24,Education,No,1
CUST014017,53,Unemployed,Master,39024,1,39,8,1,623,31837,36,Home Loan,Yes,1
CUST014018,47,Retired,Diploma,197978,6,1,11,0,654,43582,48,Business,No,0
CUST014019,37,Employed,High School,46179,3,6,2,2,531,9136,24,Crypto-Backed,No,1
CUST014020,40,Employed,High School,56960,0,3,4,0,690,15014,36,Car Loan,No,0
CUST014021,38,Self-Employed,High School,53307,0,1,6,0,638,104508,60,Home Loan,Yes,1
CUST014022,31,Employed,Bachelor,26197,0,1,6,0,645,110802,48,Education,No,0
CUST014023,31,Employed,Bachelor,54271,2,32,4,0,667,16148,12,Car Loan,Yes,0
CUST014024,54,Self-Employed,Master,23481,0,1,4,1,617,28022,36,Business,No,1
CUST014025,20,Employed,Bachelor,120765,1,3,1,1,588,23774,48,Business,Yes,1
CUST014026,61,Retired,Bachelor,77005,4,16,2,0,662,15952,60,Car Loan,Yes,0
CUST014027,37,Employed,Master,36739,12,0,10,0,716,10069,36,Home Loan,Yes,0
CUST014028,32,Employed,Master,45095,3,4,5,1,601,12860,24,Home Loan,Yes,1
CUST014029,50,Retired,Bachelor,81888,4,24,2,0,581,26764,24,Business,Yes,0
CUST014030,59,Employed,High School,56184,2,2,2,0,666,43398,12,Crypto-Backed,No,0
CUST014031,55,Employed,Diploma,21466,2,0,7,0,653,50899,72,Car Loan,Yes,0
CUST014032,48,Student,Diploma,53323,4,0,2,1,572,8707,60,Business,Yes,1
CUST014033,55,Employed,PhD,84348,4,1,11,0,736,15478,36,Education,Yes,1
CUST014034,21,Employed,Bachelor,20000,0,6,8,1,648,38473,12,Crypto-Backed,No,1
CUST014035,35,Employed,Bachelor,52522,8,13,10,1,634,32965,72,Home Loan,Yes,1
CUST014036,31,Employed,Master,32279,3,1,7,1,614,48010,24,Business,Yes,1
CUST014037,56,Self-Employed,Bachelor,92386,2,0,3,0,628,33650,60,Car Loan,Yes,0
CUST014038,37,Employed,High School,39086,0,12,10,1,626,7060,72,Car Loan,Yes,0
CUST014039,52,Self-Employed,High School,37129,8,7,9,0,727,89740,36,Business,Yes,1
CUST014040,48,Employed,Master,74150,3,8,3,0,612,25596,36,Home Loan,No,0
CUST014041,31,Retired,Bachelor,31295,0,19,4,0,607,17233,12,Crypto-Backed,Yes,0
CUST014042,34,Employed,Bachelor,51119,1,16,2,2,481,60751,36,Car Loan,No,1
CUST014043,57,Self-Employed,Diploma,56419,0,2,3,0,639,9046,36,Education,Yes,0
CUST014044,32,Student,High School,44489,0,0,3,1,606,20071,24,Car Loan,No,1
CUST014045,43,Employed,High School,25542,7,9,10,0,695,147370,36,Car Loan,No,0
CUST014046,32,Employed,Bachelor,31703,2,1,6,1,644,14635,36,Business,No,0
CUST014047,38,Employed,Bachelor,45921,5,0,4,1,635,40590,72,Car Loan,Yes,0
CUST014048,41,Student,Master,20000,0,2,6,0,681,70730,24,Crypto-Backed,No,1
CUST014049,32,Unemployed,PhD,51161,6,21,3,1,583,50457,24,Business,No,1
CUST014050,30,Retired,Bachelor,42974,9,8,6,0,652,37705,24,Business,No,0
CUST014051,45,Self-Employed,Master,65259,6,21,3,1,576,26022,24,Business,Yes,0
CUST014052,31,Employed,Master,67830,3,3,4,1,611,32735,60,Car Loan,Yes,1
CUST014053,32,Employed,Bachelor,27966,5,11,2,3,442,19389,36,Home Loan,Yes,0
CUST014054,30,Retired,Diploma,37809,3,4,7,0,650,25459,36,Business,Yes,1
CUST014055,41,Employed,Diploma,30825,2,3,3,0,668,22379,60,Crypto-Backed,Yes,0
CUST014056,53,Employed,Diploma,37676,1,0,9,0,668,7723,48,Education,Yes,0
CUST014057,60,Employed,Master,43218,2,0,4,1,566,47941,36,Education,Yes,1
CUST014058,33,Employed,Master,85806,12,29,3,1,519,33390,48,Business,Yes,0
CUST014059,67,Employed,High School,36389,3,1,1,0,646,30015,24,Crypto-Backed,No,0
CUST014060,29,Self-Employed,Diploma,76366,4,15,1,1,632,19511,24,Crypto-Backed,No,1
CUST014061,55,Employed,Bachelor,55833,1,5,10,1,650,25756,36,Education,Yes,0
CUST014062,33,Employed,Diploma,98021,6,16,5,1,616,7758,24,Education,No,1
CUST014063,31,Employed,Diploma,41081,1,2,11,1,646,28562,48,Home Loan,No,1
CUST014064,33,Self-Employed,Bachelor,32639,0,0,3,0,638,23022,36,Business,No,0
CUST014065,41,Employed,High School,52680,2,6,5,0,651,28889,24,Crypto-Backed,Yes,0
CUST014066,48,Employed,Diploma,21947,0,14,12,0,742,42751,12,Education,No,0
CUST014067,50,Student,Master,53041,0,0,1,0,597,20220,60,Car Loan,No,0
CUST014068,30,Employed,Bachelor,65047,4,22,12,3,582,13489,48,Business,Yes,1
CUST014069,30,Employed,Diploma,84899,2,2,13,0,690,20293,60,Business,No,0
CUST014070,31,Employed,Master,60056,2,14,2,0,642,18406,72,Business,Yes,0
CUST014071,40,Employed,Master,45640,4,15,8,0,672,8571,48,Education,Yes,0
CUST014072,39,Employed,High School,129382,3,1,11,0,718,96021,36,Business,No,0
CUST014073,30,Retired,High School,48792,6,4,8,1,626,43238,36,Business,No,1
CUST014074,45,Employed,Diploma,28874,7,5,3,1,570,48832,36,Car Loan,Yes,1
CUST014075,69,Unemployed,Master,48184,3,1,5,0,657,26465,72,Education,Yes,0
CUST014076,35,Retired,Master,25031,2,5,4,0,632,36428,36,Education,No,0
CUST014077,36,Employed,High School,26452,0,0,5,0,660,39226,12,Crypto-Backed,No,0
CUST014078,48,Employed,Bachelor,55316,9,1,5,0,659,9524,60,Crypto-Backed,Yes,0
CUST014079,35,Self-Employed,Bachelor,25262,3,2,4,1,624,43569,36,Crypto-Backed,Yes,0
CUST014080,50,Employed,Diploma,36014,4,0,6,0,722,34103,48,Business,Yes,0
CUST014081,33,Unemployed,Bachelor,27329,0,7,1,0,547,5750,48,Car Loan,Yes,1
CUST014082,63,Self-Employed,Diploma,52582,5,12,7,0,601,7059,72,Home Loan,No,0
CUST014083,46,Employed,Diploma,34340,3,27,2,0,603,11345,48,Home Loan,No,0
CUST014084,34,Employed,Diploma,63962,5,1,3,1,634,41883,60,Car Loan,Yes,1
CUST014085,34,Employed,PhD,61430,15,0,14,0,715,39583,60,Car Loan,Yes,0
CUST014086,35,Employed,Master,25535,6,1,2,0,590,16958,36,Education,No,0
CUST014087,58,Employed,Master,77685,8,23,8,1,548,38238,48,Crypto-Backed,No,1
CUST014088,26,Unemployed,Master,44990,2,3,2,1,559,18050,36,Car Loan,No,1
CUST014089,33,Employed,High School,26575,4,10,3,0,631,105978,24,Business,Yes,0
CUST014090,35,Self-Employed,Master,59068,3,1,1,0,605,43594,60,Crypto-Backed,No,0
CUST014091,41,Employed,Diploma,118224,5,3,2,1,604,12946,36,Car Loan,No,1
CUST014092,38,Unemployed,Master,44435,4,10,8,1,650,17514,72,Business,Yes,0
CUST014093,24,Retired,Bachelor,21502,3,1,1,0,643,27995,24,Home Loan,Yes,0
CUST014094,37,Retired,Diploma,77762,5,2,9,0,686,6894,60,Crypto-Backed,No,1
CUST014095,40,Employed,Diploma,107765,4,2,12,0,652,35316,24,Home Loan,Yes,0
CUST014096,34,Employed,Diploma,28563,4,8,5,1,609,43400,12,Home Loan,Yes,1
CUST014097,50,Employed,Bachelor,32930,8,3,9,0,674,59793,36,Crypto-Backed,Yes,0
CUST014098,53,Employed,Bachelor,49897,3,0,1,1,577,93112,12,Business,No,1
CUST014099,41,Student,Master,20000,6,7,2,1,563,10484,60,Car Loan,No,1
CUST014100,44,Employed,Diploma,138807,0,2,3,1,625,19796,24,Car Loan,No,0
CUST014101,18,Self-Employed,Bachelor,47791,1,0,5,0,694,32602,24,Education,Yes,0
CUST014102,36,Unemployed,Bachelor,50042,2,1,3,0,593,25975,36,Home Loan,No,1
CUST014103,54,Employed,High School,58611,1,1,2,0,627,64898,12,Business,No,0
CUST014104,36,Self-Employed,Diploma,43081,0,5,8,0,703,56006,36,Education,No,1
CUST014105,33,Employed,Master,37885,1,0,5,0,647,27297,36,Business,No,0
CUST014106,69,Employed,Bachelor,30615,5,20,10,1,710,22392,36,Home Loan,No,1
CUST014107,63,Self-Employed,Diploma,27197,10,5,4,1,616,20610,36,Car Loan,No,1
CUST014108,47,Retired,High School,60068,1,1,9,0,667,21483,24,Car Loan,Yes,1
CUST014109,55,Employed,High School,96404,1,17,2,1,568,12884,36,Business,No,1
CUST014110,18,Employed,Diploma,78824,7,3,1,1,551,14137,72,Crypto-Backed,No,1
CUST014111,32,Employed,Diploma,42422,3,6,7,1,602,66727,36,Crypto-Backed,Yes,1
CUST014112,36,Employed,Diploma,44520,6,9,7,0,678,16760,48,Education,No,0
CUST014113,39,Employed,High School,110099,2,16,3,0,692,60951,60,Home Loan,No,0
CUST014114,36,Unemployed,High School,32880,0,8,4,1,589,7016,24,Car Loan,Yes,1
CUST014115,18,Employed,Master,21284,3,6,8,0,724,28835,12,Business,Yes,0
CUST014116,46,Employed,Diploma,55588,0,6,3,1,650,13215,36,Car Loan,No,0
CUST014117,48,Employed,Bachelor,75075,0,3,1,0,625,19033,48,Home Loan,Yes,0
CUST014118,61,Self-Employed,High School,20000,0,6,3,0,622,30927,36,Home Loan,Yes,0
CUST014119,32,Employed,Bachelor,59822,0,1,1,0,623,82052,36,Car Loan,Yes,1
CUST014120,31,Employed,Diploma,27884,0,2,5,0,710,42322,36,Business,No,0
CUST014121,18,Employed,High School,24118,9,9,5,0,652,14082,12,Business,No,0
CUST014122,38,Employed,PhD,42421,0,24,3,0,634,38490,60,Crypto-Backed,No,0
CUST014123,52,Employed,Bachelor,27517,2,7,8,0,688,65784,48,Car Loan,No,0
CUST014124,34,Retired,Diploma,20231,7,0,4,0,663,83811,60,Education,No,1
CUST014125,67,Employed,High School,51747,2,11,7,2,530,22031,12,Business,Yes,1
CUST014126,38,Self-Employed,Bachelor,47946,1,12,3,1,580,25182,60,Business,Yes,1
CUST014127,43,Self-Employed,Bachelor,20764,2,1,8,1,627,11466,48,Car Loan,Yes,1
CUST014128,25,Self-Employed,Diploma,24258,3,22,4,1,573,17370,48,Business,No,1
CUST014129,45,Employed,Bachelor,61851,7,12,7,0,655,21406,36,Crypto-Backed,Yes,0
CUST014130,18,Retired,Diploma,63847,9,4,3,1,550,23821,60,Business,No,0
CUST014131,50,Retired,Bachelor,20000,1,14,11,1,740,43123,24,Car Loan,No,1
CUST014132,50,Employed,Bachelor,26061,5,15,2,1,587,150000,60,Home Loan,No,1
CUST014133,58,Self-Employed,High School,47036,5,13,1,0,662,11588,36,Home Loan,No,0
CUST014134,29,Employed,Bachelor,60570,8,1,4,0,579,106196,72,Business,No,1
CUST014135,43,Employed,Diploma,60198,1,4,3,2,535,39815,72,Car Loan,No,1
CUST014136,48,Employed,High School,66269,2,11,6,0,673,19819,48,Car Loan,Yes,0
CUST014137,47,Retired,Master,34194,1,2,10,2,611,55558,24,Education,Yes,1
CUST014138,31,Self-Employed,Diploma,53580,0,4,4,0,605,10608,48,Crypto-Backed,Yes,0
CUST014139,18,Self-Employed,Bachelor,40258,2,0,6,0,652,24101,36,Education,No,1
CUST014140,46,Employed,Diploma,37040,0,3,1,1,548,13308,36,Car Loan,No,1
CUST014141,40,Employed,Diploma,23022,5,14,12,0,734,21618,48,Education,No,0
CUST014142,35,Employed,Bachelor,56878,1,1,4,1,578,61043,60,Crypto-Backed,No,1
CUST014143,51,Unemployed,Bachelor,21490,3,1,1,0,649,5930,60,Home Loan,No,1
CUST014144,41,Employed,Bachelor,27302,0,7,7,0,596,22646,72,Car Loan,Yes,0
CUST014145,26,Employed,Bachelor,69095,1,1,6,0,722,37630,36,Business,Yes,0
CUST014146,18,Retired,Bachelor,45118,1,6,4,0,667,7809,24,Education,No,0
CUST014147,28,Retired,Bachelor,82930,5,1,6,0,687,37271,72,Business,Yes,1
CUST014148,70,Retired,Bachelor,41429,1,6,4,0,642,73863,60,Education,No,0
CUST014149,50,Employed,PhD,37132,0,22,2,0,637,8614,72,Business,No,0
CUST014150,44,Student,Bachelor,86984,3,1,5,0,674,49833,60,Home Loan,No,0
CUST014151,39,Unemployed,Diploma,40130,3,4,3,0,584,8620,36,Business,Yes,0
CUST014152,39,Retired,Diploma,56422,4,10,2,0,635,104421,24,Business,No,1
CUST014153,56,Student,Bachelor,45199,0,8,9,0,657,27972,60,Education,No,1
CUST014154,36,Student,Diploma,52057,1,1,2,1,646,19301,72,Car Loan,Yes,0
CUST014155,48,Employed,High School,43883,13,21,3,0,647,10347,36,Business,No,1
CUST014156,37,Employed,Diploma,76036,1,14,6,0,661,92426,48,Home Loan,Yes,0
CUST014157,65,Self-Employed,Master,50718,1,11,2,0,658,47866,36,Car Loan,No,0
CUST014158,50,Employed,Diploma,41518,1,17,7,0,600,24015,48,Business,No,0
CUST014159,56,Employed,Diploma,55660,2,2,6,0,640,16648,36,Car Loan,Yes,0
CUST014160,34,Self-Employed,Bachelor,22607,3,16,7,0,686,10723,12,Car Loan,No,1
CUST014161,54,Employed,High School,81335,2,27,13,1,684,11274,60,Business,Yes,0
CUST014162,38,Employed,Master,23080,6,1,5,0,680,16507,36,Business,No,0
CUST014163,43,Employed,Bachelor,35176,2,2,5,0,640,49253,60,Car Loan,Yes,0
CUST014164,61,Employed,Bachelor,39094,3,8,4,0,633,45075,72,Car Loan,Yes,0
CUST014165,29,Self-Employed,Diploma,55528,4,1,9,0,715,20903,36,Business,Yes,1
CUST014166,44,Student,High School,110208,7,4,6,1,603,12901,60,Car Loan,No,1
CUST014167,47,Self-Employed,Diploma,82094,1,3,1,0,619,14303,36,Car Loan,Yes,1
CUST014168,48,Self-Employed,Bachelor,23479,2,22,6,0,697,24382,24,Home Loan,No,0
CUST014169,36,Employed,Master,31478,0,1,9,1,601,21391,36,Car Loan,Yes,1
CUST014170,67,Employed,Bachelor,24349,0,10,4,0,687,16663,36,Business,No,0
CUST014171,26,Retired,Bachelor,25591,5,10,4,1,573,21742,24,Education,Yes,1
CUST014172,59,Self-Employed,PhD,36495,0,25,2,0,630,56970,48,Car Loan,No,0
CUST014173,56,Employed,Master,94359,5,12,3,0,644,29308,48,Car Loan,Yes,0
CUST014174,64,Retired,Bachelor,43354,1,2,14,0,779,28294,48,Home Loan,Yes,1
CUST014175,22,Student,High School,46262,6,5,5,0,656,150000,12,Business,Yes,0
CUST014176,31,Employed,Diploma,54964,4,0,9,0,663,20882,36,Education,Yes,0
CUST014177,59,Employed,Diploma,30645,0,0,3,0,647,82807,36,Car Loan,Yes,0
CUST014178,19,Employed,Diploma,47315,7,3,6,2,545,46496,24,Car Loan,Yes,1
CUST014179,22,Employed,Diploma,55458,0,2,5,0,633,30456,12,Car Loan,No,0
CUST014180,36,Retired,Master,167637,2,2,8,0,666,14968,36,Education,Yes,0
CUST014181,44,Retired,Bachelor,77805,0,5,8,0,592,55127,60,Car Loan,Yes,1
CUST014182,61,Self-Employed,Bachelor,111635,6,8,15,0,770,20983,48,Business,Yes,0
CUST014183,39,Unemployed,Diploma,49735,2,19,3,0,654,12464,48,Business,Yes,0
CUST014184,34,Self-Employed,Diploma,63845,1,3,9,2,578,21592,72,Car Loan,Yes,1
CUST014185,45,Employed,High School,55869,0,3,8,1,622,87184,36,Car Loan,Yes,0
CUST014186,47,Self-Employed,Bachelor,20044,5,7,11,0,702,19447,36,Business,Yes,1
CUST014187,47,Retired,Diploma,20000,0,14,6,0,656,28508,36,Car Loan,Yes,0
CUST014188,39,Unemployed,Diploma,27933,2,3,2,1,586,22914,12,Business,No,1
CUST014189,18,Employed,High School,91284,2,0,5,1,586,20623,36,Business,Yes,0
CUST014190,30,Employed,Diploma,40233,2,1,7,1,635,112396,60,Home Loan,No,1
CUST014191,59,Employed,High School,72347,3,16,1,0,590,54349,36,Education,Yes,0
CUST014192,44,Unemployed,High School,94119,11,20,7,0,658,73249,24,Car Loan,No,1
CUST014193,38,Employed,Master,25806,4,7,2,1,567,47123,36,Business,Yes,1
CUST014194,55,Employed,Bachelor,102534,2,0,9,0,694,8365,36,Crypto-Backed,No,0
CUST014195,28,Self-Employed,Bachelor,27413,4,21,3,0,639,15423,24,Car Loan,Yes,0
CUST014196,39,Employed,Bachelor,44214,0,5,10,0,649,25876,72,Car Loan,No,0
CUST014197,43,Employed,Bachelor,28569,2,1,2,0,608,27400,48,Home Loan,No,1
CUST014198,36,Retired,Bachelor,55189,2,0,3,0,630,39691,24,Home Loan,No,1
CUST014199,43,Employed,Master,45209,5,20,5,0,619,20239,12,Home Loan,No,0
CUST014200,39,Employed,Diploma,73022,4,0,4,0,664,13664,12,Home Loan,No,1
CUST014201,25,Employed,Bachelor,80808,3,18,5,0,596,19292,48,Home Loan,No,1
CUST014202,44,Employed,PhD,108022,2,6,8,0,697,81052,60,Education,Yes,0
CUST014203,26,Employed,High School,71387,2,14,5,1,597,135548,24,Business,No,1
CUST014204,43,Self-Employed,Diploma,73674,1,10,3,0,646,74205,60,Business,Yes,0
CUST014205,58,Employed,Diploma,39179,8,1,1,1,580,4176,60,Home Loan,Yes,1
CUST014206,38,Employed,Master,44847,1,8,9,0,685,9836,36,Car Loan,Yes,0
CUST014207,27,Employed,High School,57353,3,2,1,0,571,25426,36,Education,Yes,1
CUST014208,40,Employed,Bachelor,26359,5,9,7,1,689,13082,24,Business,No,0
CUST014209,32,Employed,Master,85960,1,1,5,1,651,29635,36,Education,Yes,1
CUST014210,49,Employed,High School,45848,0,6,11,0,679,9676,48,Home Loan,No,0
CUST014211,40,Employed,High School,54022,4,15,9,1,616,41291,12,Crypto-Backed,Yes,1
CUST014212,62,Employed,PhD,22945,1,5,8,1,667,12234,36,Car Loan,No,1
CUST014213,55,Employed,Master,40869,1,1,2,1,576,30441,60,Home Loan,Yes,1
CUST014214,40,Employed,Bachelor,75458,2,19,8,0,663,120853,60,Business,Yes,0
CUST014215,50,Unemployed,Diploma,60460,3,11,4,1,606,25385,60,Education,No,1
CUST014216,37,Employed,Master,74219,0,8,7,1,640,32582,48,Business,Yes,1
CUST014217,42,Employed,Master,41412,0,12,2,0,693,10721,48,Car Loan,No,0
CUST014218,37,Employed,Bachelor,52285,1,5,4,1,627,38934,36,Home Loan,Yes,1
CUST014219,51,Employed,Diploma,46542,0,2,4,1,665,72806,36,Car Loan,Yes,1
CUST014220,59,Employed,Bachelor,68339,8,6,4,0,641,25551,24,Car Loan,Yes,0
CUST014221,51,Employed,High School,55849,0,6,6,0,665,19886,72,Home Loan,No,0
CUST014222,53,Unemployed,High School,40480,8,5,1,1,576,5419,60,Car Loan,No,0
CUST014223,53,Self-Employed,Bachelor,20000,3,15,5,0,607,26178,48,Business,Yes,0
CUST014224,48,Employed,High School,53384,2,2,1,1,599,25479,24,Business,No,1
CUST014225,28,Employed,High School,21183,2,31,11,0,709,16234,24,Car Loan,No,0
CUST014226,62,Employed,Bachelor,69186,7,23,13,0,738,32805,60,Car Loan,No,0
CUST014227,63,Unemployed,High School,74308,3,5,3,3,479,7785,60,Business,No,1
CUST014228,39,Self-Employed,Diploma,20000,12,10,2,1,544,84995,60,Car Loan,No,1
CUST014229,37,Employed,Diploma,56940,1,3,8,0,714,23686,36,Home Loan,Yes,0
CUST014230,49,Employed,Bachelor,56243,1,4,6,1,591,66897,48,Business,No,1
CUST014231,48,Retired,Diploma,59162,3,5,11,1,672,25428,72,Business,Yes,0
CUST014232,39,Employed,Bachelor,26472,1,17,8,0,690,47492,60,Business,No,0
CUST014233,26,Employed,Diploma,62219,1,17,7,0,706,35533,48,Home Loan,Yes,0
CUST014234,45,Self-Employed,High School,26119,3,9,6,0,632,62843,24,Car Loan,No,0
CUST014235,48,Employed,Master,69222,2,1,1,0,579,11712,24,Crypto-Backed,Yes,0
CUST014236,50,Employed,Diploma,60896,2,7,7,0,621,20531,48,Business,No,0
CUST014237,46,Self-Employed,Bachelor,41565,8,15,6,1,569,35263,48,Crypto-Backed,No,1
CUST014238,38,Retired,Bachelor,60621,4,11,12,1,679,17473,36,Car Loan,Yes,1
CUST014239,53,Self-Employed,High School,30531,1,12,4,0,640,32296,72,Crypto-Backed,Yes,1
CUST014240,42,Employed,High School,37074,3,1,15,0,790,18607,72,Home Loan,No,1
CUST014241,36,Unemployed,Master,87728,1,0,18,0,781,29931,60,Home Loan,No,1
CUST014242,39,Retired,Bachelor,86017,2,18,6,1,603,62981,24,Education,Yes,0
CUST014243,21,Employed,Diploma,28317,2,6,11,0,750,34381,48,Business,No,1
CUST014244,39,Employed,Bachelor,35970,4,0,2,0,619,56287,48,Car Loan,Yes,0
CUST014245,50,Retired,High School,37133,1,4,2,0,569,16996,24,Crypto-Backed,Yes,0
CUST014246,46,Employed,Bachelor,50565,0,6,2,0,578,30824,48,Car Loan,Yes,0
CUST014247,60,Employed,Diploma,45841,4,1,13,0,765,65241,12,Business,Yes,0
CUST014248,38,Employed,Bachelor,93517,2,0,8,2,591,43822,72,Car Loan,No,1
CUST014249,47,Employed,Bachelor,105551,10,8,12,0,695,25768,12,Crypto-Backed,Yes,0
CUST014250,51,Unemployed,Bachelor,120768,4,9,5,0,701,28668,60,Crypto-Backed,Yes,0
CUST014251,70,Employed,High School,144309,2,11,1,0,535,39342,24,Car Loan,No,1
CUST014252,43,Employed,Bachelor,22250,1,42,2,2,542,13988,36,Education,Yes,1
CUST014253,29,Self-Employed,Bachelor,44601,3,0,9,0,666,36100,36,Business,No,0
CUST014254,52,Self-Employed,Bachelor,34650,4,27,5,1,591,19231,48,Business,Yes,1
CUST014255,64,Retired,Diploma,31291,6,16,3,0,662,52636,24,Car Loan,Yes,0
CUST014256,38,Employed,Diploma,99149,10,18,9,0,716,36350,60,Car Loan,Yes,0
CUST014257,52,Employed,Bachelor,60498,0,3,6,0,648,25811,12,Car Loan,Yes,0
CUST014258,56,Employed,Master,22146,12,8,3,0,618,17103,24,Home Loan,No,0
CUST014259,54,Employed,Bachelor,179288,2,1,3,0,687,34645,48,Car Loan,No,1
CUST014260,43,Employed,Bachelor,20000,3,11,7,1,663,38180,48,Car Loan,Yes,0
CUST014261,33,Unemployed,Master,41070,1,7,7,1,647,41250,60,Car Loan,No,1
CUST014262,41,Employed,Diploma,51221,3,21,4,1,676,29297,24,Business,Yes,1
CUST014263,47,Employed,Diploma,27841,1,0,3,2,532,28538,24,Home Loan,No,1
CUST014264,52,Self-Employed,Diploma,64541,8,2,4,1,560,24103,24,Car Loan,Yes,1
CUST014265,46,Employed,Bachelor,35996,3,11,3,0,627,8947,60,Education,No,0
CUST014266,37,Employed,High School,73976,5,1,5,2,525,37999,36,Crypto-Backed,No,1
CUST014267,48,Employed,Bachelor,59842,0,2,6,0,660,27976,24,Business,No,0
CUST014268,52,Employed,High School,20000,3,3,3,2,527,28629,72,Home Loan,No,1
CUST014269,46,Student,Master,22580,3,6,3,1,616,18428,48,Education,No,1
CUST014270,31,Unemployed,PhD,74934,7,6,2,2,510,26403,48,Crypto-Backed,No,1
CUST014271,39,Employed,Diploma,59996,2,18,6,0,647,13566,24,Car Loan,No,0
CUST014272,53,Employed,Bachelor,29348,1,20,16,0,703,19949,24,Crypto-Backed,Yes,0
CUST014273,25,Employed,Master,35078,1,9,6,1,572,14514,48,Crypto-Backed,No,0
CUST014274,18,Retired,Diploma,46913,4,1,3,1,581,30908,72,Business,No,1
CUST014275,60,Student,High School,20000,4,19,2,0,616,84054,48,Crypto-Backed,Yes,1
CUST014276,48,Employed,Bachelor,152629,0,26,7,0,702,19872,24,Education,Yes,1
CUST014277,49,Retired,Bachelor,30025,2,5,3,1,599,40855,36,Home Loan,Yes,1
CUST014278,29,Employed,Bachelor,49781,1,3,2,0,612,5021,48,Crypto-Backed,Yes,1
CUST014279,50,Employed,Master,113022,0,7,5,0,650,48823,60,Business,Yes,0
CUST014280,45,Employed,PhD,44709,3,6,8,0,589,25101,48,Crypto-Backed,No,0
